originalSentence,referenceSentence,tamperingType,tamperedSentence,"LLMScore (Sim, Con)",BLEU,METEOR,Rouge1 r,Rouge1 p,Rouge1 f,Rouge2 r,Rouge2 p,Rouge2 f,Rougel r,Rougel p,Rougel f,LLM-Sim,LLM-Con,originalLanguage
the president-in-office of the council has already drawn attention to the signing of the agreement between europol and the russian interior ministry.,rådsformanden har allerede nævnt underskrivelsen af aftalen mellem europol og det russiske indenrigsministerium.,Replace Character,the president-in-office of the council has already drawn attention to the signing of the agreement between europol ano the russian interior ministry.,"(0.95, 0.99)",0.8787419089273848,0.9562,0.9411764705882352,0.9411764705882352,0.9411764655882354,0.9,0.9,0.899999995,0.9411764705882352,0.9411764705882352,0.9411764655882354,0.95,0.99,en
there will be a joint declaration on cooperation in political and security matters.,der bliver afgivet en fælles erklæring om det politiske og sikkerhedspolitiske samarbejde.,Swap words,there will be a joint declaration on cooperation in and political security matters. ,"(0.95, 0.90)",0.7272454093000141,0.9883,0.9285714285714286,1.0,0.9629629579698218,0.6923076923076923,0.75,0.7199999950079999,0.8571428571428571,0.9230769230769232,0.8888888838957477,0.95,0.90,en
it is quite clear that we need to do more to deal with common challenges jointly such as climate change.,"det er helt klart, at vi må gøre mere for at klare de fælles udfordringer i fællesskab, f.eks. klimaændringerne.",Duplicate Token,it is quite clear clear that we need to do more to deal with common challenges jointly such as climate change.,"(1.00, 1.00)",0.9133997866119974,0.9948,1.0,1.0,0.999999995,0.95,1.0,0.9743589693622616,1.0,1.0,0.999999995,1.00,1.00,en
selecting topics that are only to the advantage of one partner is not a sufficient basis for a strategic partnership.,"en selektiv udvælgelse af emner, som kun er i den ene parts interesse, er ikke noget tilstrækkeligt grundlag for et strategisk partnerskab.",Negation,selecting topics that are only to the advantage of one partner is a sufficient basis for a strategic partnership.,"(0.95, 0.95)",0.8656030552541708,0.9565,1.0,0.9473684210526316,0.9729729679766254,0.9444444444444444,0.8947368421052632,0.9189189139225714,1.0,0.9473684210526316,0.9729729679766254,0.95,0.95,en
elections can only take place if people have enough information.,"valg kan man kun gennemføre, hvis man har tilstrækkelige informationsmidler.",Remove Token,elections can only take place if have enough information.,"(0.95, 0.95)",0.7016879391277372,0.9138,1.0,0.9,0.947368416066482,0.875,0.7777777777777778,0.823529406782007,1.0,0.9,0.947368416066482,0.95,0.95,en
"in our legal order, it is taken for granted that we can protest against any administrative act, at whatever level.","i vores retsorden kan man naturligvis anke enhver forvaltningsakt, uanset hvilket niveau den optræder på.",Remove Token,"in our legal order, it is taken granted that we can protest against any administrative act, at whatever level.","(0.99, 0.99)",0.8787419089273848,0.9603,1.0,0.95,0.9743589693622616,0.9444444444444444,0.8947368421052632,0.9189189139225714,1.0,0.95,0.9743589693622616,0.99,0.99,en
we need scientific and cultural exchange with russia to prevent russia turning away from europe as it has often done in its history.,"vi har brug for en videnskabelig og kulturel udveksling med rusland for at forhindre, at rusland, som det er sket ofte i landets historie, trækker sig tilbage fra den europæiske orientering.",Duplicate character,we need scientific and cultural exchange with russia to prevvent russia turning away from europe as it has often done in its history.,"(0.99, 0.99)",0.8843865924896842,0.958,0.9545454545454546,0.9545454545454546,0.9545454495454548,0.9090909090909092,0.9090909090909092,0.9090909040909092,0.9545454545454546,0.9545454545454546,0.9545454495454548,0.99,0.99,en
"we urge russia finally to sign and ratify the border agreement with estonia and latvia and we promise our future member states estonia and latvia support in that, because their concerns are our concerns, the concerns of the european union.","vi opfordrer rusland til at underskrive og ratificere grænseaftalen med estland og letland, og vi lover vores kommende medlemslande estland og letland støtte til, at deres anliggender er vores anliggender, eu's anliggender.",Replace Token with Random Word,"we urge russia finally to sign and ratify the border agreement with estonia and latvia and we promise our future member states estonia and latvia support in blaunner, because their concerns are our concerns, the concerns of the european union.","(0.98, 0.95)",0.9385522307631308,0.9767,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.945945945945946,0.945945945945946,0.945945940945946,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.98,0.95,en
we want the russians to know that this is harming the development of relations between us and that is a big issue.,"vi ønsker, at russerne skal vide, at dette skader udviklingen i relationerne mellem os, og det er et vigtigt emne.",Remove Token,we want the russians to know that this is harming the of relations between us and that is a big issue.,"(0.95, 0.98)",0.8787419089273848,0.9603,1.0,0.9473684210526316,0.9729729679766254,0.95,0.9047619047619048,0.9268292632956572,1.0,0.9473684210526316,0.9729729679766254,0.95,0.98,en
"in my opinion, we should combine our transport, telecommunications and energy networks with theirs.","efter min mening bør vi kombinere vores transport-, telekommunikations- og energinetværk med deres.",Add random word,"in my umstroke opinion, we should combine our transport, telecommunications and energy networks with theirs.","(0.98, 0.99)",0.8613356263647329,0.9933,0.9333333333333332,1.0,0.9655172363852556,0.8571428571428571,0.9230769230769232,0.8888888838957477,0.9333333333333332,1.0,0.9655172363852556,0.98,0.99,en
"this is, in a sense, a response to the declarations issued by mr berlusconi on chechnya at the end of the summit, declarations that justified the russian policy of military intervention in the region.",det er på en måde et svar på hr. berlusconis udtalelser om tjetjenien ved topmødets slutning. disse udtalelser retfærdiggjorde den russiske politik med militær intervention i området.,Swap words,"this is, in a sense, a response to the issued declarations by mr berlusconi on chechnya at the end of the summit, declarations that justified the russian policy of military intervention in the region. ","(0.98, 0.95)",0.91473325950086,0.9994,0.9629629629629628,1.0,0.9811320704734782,0.8823529411764706,0.9090909090909092,0.8955223830608153,0.925925925925926,0.9615384615384616,0.9433962214168744,0.98,0.95,en
"lack of security, disappearances and human rights violations for which the russian military forces are responsible continue with complete impunity.","manglende sikkerhed, mennesker, der forsvinder, og krænkelser af menneskerettighederne, som de russiske militærstyrker er ansvarlig for, fortsætter fuldstændig ustraffet.",Duplicate character,"lack of security, disappearances and human rights violations for which the russian military forces are responsible continuee with complete impunity.","(0.99, 0.99)",0.8725129388059689,0.9541,0.95,0.95,0.949999995,0.8947368421052632,0.8947368421052632,0.8947368371052632,0.95,0.95,0.949999995,0.99,0.99,en
"you knew, moreover, how it pained me to see my foreign minister constantly beside mr putin defending a just position concerning iraq.","de vidste endvidere, hvor det smertede mig hele tiden at se min udenrigsminister ved hr. putins side og forsvare en retfærdig holdning til irak.",Duplicate character,"you knew, moreover, how it pained me to see my foreign minister constantly beside mr putin defendinng a just position concerning iraq.","(0.98, 0.99)",0.8895260356363631,0.9597,0.9545454545454546,0.9545454545454546,0.9545454495454548,0.9047619047619048,0.9047619047619048,0.9047618997619048,0.9545454545454546,0.9545454545454546,0.9545454495454548,0.98,0.99,en
"– mr president, paragraph 10 of the joint resolution is close to my heart.","- hr. formand, pkt. 10 i den fælles beslutning ligger mig meget på sinde.",Remove Character,"– mr presidet, paragraph 10 of the joint resolution is close to my heart.","(0.99, 0.99)",0.8371170098777919,0.9364,0.9285714285714286,0.9285714285714286,0.9285714235714286,0.8461538461538461,0.8461538461538461,0.8461538411538462,0.9285714285714286,0.9285714285714286,0.9285714235714286,0.99,0.99,en
i have three children of my own.,jeg har selv tre børn.,Remove Character,i have three chilren of my own.,"(1.00, 1.00)",0.5,0.8648,0.8571428571428571,0.8571428571428571,0.8571428521428571,0.6666666666666666,0.6666666666666666,0.6666666616666668,0.8571428571428571,0.8571428571428571,0.8571428521428571,1.00,1.00,en
"as for human rights, i would remind you that one need only download the images disseminated throughout the world by osama bin laden’s networks from the internet to see the severed heads of russian soldiers.","hvad menneskerettighederne angår, vil jeg gerne minde om, at man blot behøver at downloade de billeder, som osama bin ladens netværk har udbredt i hele verden, for at se de russiske soldaters afskårne hoveder.",Replace Token with Random Word,"as for human rights, i would remind you that one need only download the images disseminated throughout the world by osama peploses laden ’ s networks from the internet to see the severed heads of russian soldiers.","(0.98, 0.95)",0.931838481115484,0.9743,0.8823529411764706,0.9375,0.9090909040955004,0.8611111111111112,0.9117647058823528,0.8857142807183674,0.8823529411764706,0.9375,0.9090909040955004,0.98,0.95,en
it cannot be in the interests of the european union.,det kan helt sikkert ikke være i eu's interesse.,Negation,it can be in the interests of the european union.,"(0.2, 0.95)",0.7691605673134586,0.9216,0.8888888888888888,0.8888888888888888,0.888888883888889,0.7777777777777778,0.7777777777777778,0.7777777727777778,0.8888888888888888,0.8888888888888888,0.888888883888889,0.2,0.95,en
this is not tolerable; it is not tolerable that the commission has not had the courage to send its commissioner for humanitarian aid to chechnya and that mr prodi has not been there either.,"og det er ikke acceptabelt. det er ikke acceptabelt, at kommissionen ikke var modig nok til at sende sin kommissær for udvikling og humanitær bistand til tjetjenien, og at heller ikke hr. prodi rejste derned.",Negation,this is tolerable; it is tolerable that the commission has had the courage to send its commissioner for humanitarian aid to chechnya and that mr prodi has been there either.,"(0.2, 0.9)",0.7013929262649237,0.8972,1.0,0.9615384615384616,0.9803921518646674,0.8620689655172413,0.8064516129032258,0.833333328338889,1.0,0.9615384615384616,0.9803921518646674,0.2,0.9,en
"what strikes me in particular, is that you have specifically mentioned moldova, and the timeframe for the withdrawal of the troops.","det slår mig især, at de specifikt nævnede moldova og tidsrammen for tilbagetrækning af tropperne.",Remove Character,"what strikes me in particular, is that you have specifically mentioned moldova, and the timeframe for the withdraal of the troops.","(0.99, 0.99)",0.8843865924896842,0.958,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.9,0.9,0.899999995,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.99,0.99,en
i am very indebted to you for raising this issue and bringing it here today.,"jeg er meget taknemmelig for, at de tager dette emne op her i dag.",Remove Token,i am very to you for raising this issue and bringing it here today.,"(0.98, 0.99)",0.8153551038173115,0.9423,1.0,0.9333333333333332,0.9655172363852556,0.9230769230769232,0.8571428571428571,0.8888888838957477,1.0,0.9333333333333332,0.9655172363852556,0.98,0.99,en
this is why i would have preferred what you have stated here to also have been included in your statement.,"derfor ville jeg have foretrukket, hvis de udtalelser, de er kommet med her, også havde været med i deres erklæring.",Duplicate character,this is why i would have preferred what you have stated here to also have been included in your statemennt.,"(0.99, 0.95)",0.9086549610666288,0.9519,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.99,0.95,en
i have to say that i find the commissioner’s approach very clear.,"jeg må sige, at jeg finder kommissærens model meget klar.",Remove Character,i have to say that i find the commisioner’s approach very clear.,"(1.00, 1.00)",0.8003203203844999,0.932,0.9090909090909092,0.9090909090909092,0.9090909040909092,0.8181818181818182,0.8181818181818182,0.8181818131818183,0.9090909090909092,0.9090909090909092,0.9090909040909092,1.00,1.00,en
"i think that the russians are right in this, and that we, while continuing to adopt our two-track policy, can tackle very specific issues, particularly in the area of contacts among scientists.","det tror jeg russerne gør ret i, og at vi, mens vi fortsætter med vores tosporede politik, kan håndtere meget specifikke opgaver, særligt inden for kontakt mellem forskere.",Swap words,"i think that the russians are right in this, and that we, continuing while to adopt our two-track policy, can tackle very specific issues, particularly in the area of contacts among scientists. ","(0.99, 0.95)",0.9122335536579608,0.9994,0.9666666666666668,1.0,0.9830508424590636,0.875,0.9032258064516128,0.8888888838901486,0.9333333333333332,0.9655172413793104,0.949152537374318,0.99,0.95,en
it has entered into a special partnership with the european union.,det er tiltrådt et specielt partnerskab med eu.,Remove Character,it has entered into a speial partnership with the european union.,"(0.98, 0.99)",0.7348889200874658,0.9139,0.9090909090909092,0.9090909090909092,0.9090909040909092,0.8,0.8,0.7999999950000002,0.9090909090909092,0.9090909090909092,0.9090909040909092,0.98,0.99,en
