originalSentence,referenceSentence,tamperingType,tamperedSentence,"LLMScore (Sim, Con)",BLEU,METEOR,Rouge1 r,Rouge1 p,Rouge1 f,Rouge2 r,Rouge2 p,Rouge2 f,Rougel r,Rougel p,Rougel f,LLM-Sim,LLM-Con,originalLanguage
"siden da har indien vokset sig stærkere og stærkere, og nu er landet strategisk partner med eu, hvilket jeg hilser velkommen.","since then india has gone from strength to strength and is now a strategic partner with the eu, which i warmly welcome.",Remove Token,"siden da har indien vokset sig stærkere og stærkere, og nu er landet strategisk partner med eu, hvilket hilser velkommen.","(0.99, 0.95)",0.8843865924896842,0.962,1.0,0.95,0.9743589693622616,0.9473684210526316,0.9,0.9230769180802104,1.0,0.95,0.9743589693622616,0.99,0.95,da
"indien tegner sig imidlertid fortsat kun for 1,5 % af eu's udenrigshandel, mens eu tegner sig for ca. 20 % af indiens udenrigshandel, så vækstpotentialet er enormt.","india, though, still only represents 1.5% of the eu's external trade, compared to the eu representing some 20% for india, so the growth potential remains enormous.",Swap words,"indien tegner sig imidlertid fortsat kun for 1,5 % af eu's udenrigshandel, mens tegner eu sig for ca. 20 % af indiens udenrigshandel, så vækstpotentialet er enormt. ","(0.99, 0.95)",0.8971507378399466,0.999,0.9545454545454546,1.0,0.976744181049216,0.8461538461538461,0.9166666666666666,0.879999995008,0.9545454545454546,1.0,0.976744181049216,0.99,0.95,da
"jeg var glad for, at dette emne blev behandlet på topmødet.",i was pleased that this was raised at the summit.,Add random word,"jeg var glad for, at dette emne blev behandlet bid på topmødet.","(0.95, 0.98)",0.7881929718099911,0.9906,0.9166666666666666,1.0,0.9565217341398866,0.8181818181818182,0.9,0.8571428521541952,0.9166666666666666,1.0,0.9565217341398866,0.95,0.98,da
"jeg mener også, eu skal blive mere synlig i indien.",i also think that the eu needs to increase its visibility in india.,Swap words,"jeg mener også, eu skal mere blive synlig i indien. ","(0.98, 0.95)",0.6636154805687886,0.9815,0.9090909090909092,1.0,0.9523809473922904,0.6,0.6666666666666666,0.6315789423822715,0.8181818181818182,0.9,0.8571428521541952,0.98,0.95,da
"kvindernes skæbne vækker særlig bekymring, og det samme gælder de mere end 160 millioner dalitter (kasteløse), hvis udnyttelse er både socialt acceptabel og almindelig.","especially worrying is the plight of women and the more than 160 million dalits (scheduled castes), whose exploitation is socially accepted and commonplace.",Add random word,"kvindernes skæbne vækker særlig bekymring, og det samme gælder de mere end 160 millioner dalitter sværte (kasteløse), hvis udnyttelse er både socialt acceptabel og almindelig.","(0.95, 0.95)",0.9107694288935768,0.9964,0.9583333333333334,1.0,0.9787233992575828,0.9166666666666666,0.9565217391304348,0.9361702077682208,0.9583333333333334,1.0,0.9787233992575828,0.95,0.95,da
"medlemmerne af europa-parlamentet har ved mange lejligheder taget de menneskerettighedsovertrædelser, der skyldes kastesystemet, op, men hidtil har der kun været tale om en beskeden konkret indsats fra eu's side.","we members of the european parliament have on many occasions raised the issue of human rights violations resulting from the caste system, but so far we have seen little practical action on the part of the eu.",Remove Token,"medlemmerne af europa-parlamentet har ved mange lejligheder taget menneskerettighedsovertrædelser, der skyldes kastesystemet, op, men hidtil har der kun været tale om en beskeden konkret indsats fra eu's side.","(1.00, 1.00)",0.9210500207490828,0.9733,1.0,0.9629629629629628,0.9811320704734782,0.9629629629629628,0.9285714285714286,0.9454545404561984,1.0,0.9629629629629628,0.9811320704734782,1.00,1.00,da
"eu og indien er forudbestemte til strategisk samarbejde i globale, politiske og sikkerhedsmæssige spørgsmål, enten på bilateralt niveau eller f.eks. inden for fn.","the eu and india are predestined for strategic cooperation in global, political and security matters, be it on a bilateral level or within the united nations, for example.",Duplicate character,"eu og indien er forudbestemte til strategisk samarbejde i globale, politiske og sikkerhedsmæssige spørggsmål, enten på bilateralt niveau eller f.eks. inden for fn.","(0.99, 0.99)",0.8985396083419646,0.9627,0.9565217391304348,0.9565217391304348,0.9565217341304348,0.9130434782608696,0.9130434782608696,0.9130434732608697,0.9565217391304348,0.9565217391304348,0.9565217341304348,0.99,0.99,da
"danmark har vundet det største vindenergiprojekt i verden nogensinde i usa, og det er et dansk firma, der skal levere.","denmark has won the biggest-ever wind investment in the world, in the us, and it is a danish company which will do it.",Swap characters,"danmark har vundet det største vindenergiprojekt i verden nogensinde i usa, og det er et dasnk firma, der skal levere.","(0.99, 0.95)",0.8787419089273848,0.9562,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.8947368421052632,0.8947368421052632,0.8947368371052632,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.99,0.95,da
"det betyder øget komfort for de mennesker, der bor der, og jobskabelse i europa.",that means more comfort for the people who live there and job creation in europe.,Remove Character,"det betyder øget komfort for de mennesker, der bor der, og jobskabelse  europa.","(0.99, 0.99)",0.848219861937046,0.9458,1.0,0.9285714285714286,0.9629629579698218,0.9166666666666666,0.8461538461538461,0.879999995008,1.0,0.9285714285714286,0.9629629579698218,0.99,0.99,da
"endelig vil jeg gerne takke alle de kolleger, der var med mig.","lastly, i would like to thank all those colleagues who were with me.",Duplicate Token,"endelig vil jeg gerne takke alle alle de kolleger, der var med mig.","(0.99, 0.95)",0.8664515469216714,0.9915,1.0,1.0,0.999999995,0.9166666666666666,1.0,0.9565217341398866,1.0,1.0,0.999999995,0.99,0.95,da
