originalSentence,referenceSentence,tamperingType,tamperedSentence,"LLMScore (Sim, Con)",BLEU,METEOR,Rouge1 r,Rouge1 p,Rouge1 f,Rouge2 r,Rouge2 p,Rouge2 f,Rougel r,Rougel p,Rougel f,LLM-Sim,LLM-Con,originalLanguage
"konkurrencereglerne for virksomheder svarer i al almindelighed til fællesskabsretten, og i 1997 forelagde den litauiske regering endvidere en beslutning om kontrol med statsstøtte.",the competition rules for undertakings are generally consistent with community law and in 1997 the lithuanian government also submitted a decision on monitoring state aid.,Duplicate Token,"konkurrencereglerne for virksomheder svarer i al almindelighed til fællesskabsretten, og i 1997 forelagde den litauiske regering endvidere en beslutning beslutning om kontrol med statsstøtte.","(1.00, 1.00)",0.927798702074307,0.9958,1.0,1.0,0.999999995,0.9565217391304348,1.0,0.977777772780247,1.0,1.0,0.999999995,1.00,1.00,da
"det er endvidere nødvendigt at fremme en målrettet informationspolitik inden for landets sektor for privatøkonomi, for at de nye konkurrenceregler og de økonomiske liberaliserings- og omstruktureringsforanstaltninger bliver accepteret.","furthermore, a targeted information policy must be pursued to promote acceptance in the private economic sector of the new competition rules and economic liberalisation and restructuring measures.",Replace Character,"det er endvidere nødvendigt at fremme en målrettet informationspolitik inden for landets sektor for privatøkonomi, for at de nye konkurrenceregler og de økonomiske liberaliserings- og omstruktureringsforanstaltninger bliver accehteret.","(0.98, 0.99)",0.9379042798634868,0.9665,0.9565217391304348,0.9565217391304348,0.9565217341304348,0.9629629629629628,0.9629629629629628,0.9629629579629628,0.9565217391304348,0.9565217391304348,0.9565217341304348,0.98,0.99,da
"for det andet: det er bestemt beklageligt, at litauen for øjeblikket ikke er med i den første gruppe af ansøgerlande.","secondly, it is certainly regrettable that lithuania is not at present among the first wave of applicants.",Negation,"for det andet: det er bestemt beklageligt, at litauen for øjeblikket er med i den første gruppe af ansøgerlande.","(0.95, 0.95)",0.8787419089273848,0.9603,1.0,0.9411764705882352,0.9696969647015612,0.9444444444444444,0.8947368421052632,0.9189189139225714,1.0,0.9411764705882352,0.9696969647015612,0.95,0.95,da
på grund af kvalitetsproblemer har de lettiske industriprodukter vanskeligheder ved at komme ind på de vestlige markeder i eu.,because of quality problems latvia's manufactured products find it difficult to enter the eu's western markets.,Remove Character,på grund af kvalitetsproblemer har de lettiske industriprodukter vanskeligheder ved at komme ind på de vestlige mareder i eu.,"(0.98, 0.95)",0.8578928092681435,0.9494,0.9411764705882352,0.9411764705882352,0.9411764655882354,0.8888888888888888,0.8888888888888888,0.888888883888889,0.9411764705882352,0.9411764705882352,0.9411764655882354,0.98,0.95,da
letlands og litauens udgangsposition over for den europæiske union afviger imidlertid fra estlands stilling.,but the starting position of latvia and lithuania was different to that of estonia.,Remove Token,letlands og litauens udgangsposition over for den europæiske union afviger imidlertid fra stilling.,"(0.95, 0.95)",0.8242367502646054,0.9382,1.0,0.9285714285714286,0.9629629579698218,0.9166666666666666,0.8461538461538461,0.879999995008,1.0,0.9285714285714286,0.9629629579698218,0.95,0.95,da
"i europaaftalen med estland står der, at udformningen af konkurrencelovgivningen skal være fuldendt senest ved udgangen af 1997.",the europe agreement with estonia states that competition legislation must be completed no later than the end of 1997.,Replace Character,"i europaaftalen med estland står der, at udformningen af konkurrencelovgivningen skal være fuzdendt senest ved udgangen af 1997.","(0.99, 0.99)",0.8578928092681435,0.9494,0.9411764705882352,0.9411764705882352,0.9411764655882354,0.8823529411764706,0.8823529411764706,0.8823529361764706,0.9411764705882352,0.9411764705882352,0.9411764655882354,0.99,0.99,da
i slutningen af 1999 skal også disse regler være afstemt efter hinanden.,these measures must also be brought into line by the end of 1999.,Add random word,i slutningen af 1999 skal også disse regler være afstemt lipid efter hinanden.,"(0.85, 0.95)",0.7881929718099911,0.9906,0.9230769230769232,1.0,0.959999995008,0.8333333333333334,0.9090909090909092,0.8695652124007562,0.9230769230769232,1.0,0.959999995008,0.85,0.95,da
"i mellemtiden er det naturligvis ikke meningen, at kommissionen under dække af antidumpinglovgivningen holder alle mulige estiske produkter borte fra det europæiske marked.",in the meantime it is not of course the commission's intention to refuse entry to the european market for estonian products under the guise of anti-dumping legislation.,Negation,"i mellemtiden er det naturligvis meningen, at kommissionen under dække af antidumpinglovgivningen holder alle mulige estiske produkter borte fra det europæiske marked.","(1.00, 1.00)",0.8895260356363631,0.9636,1.0,0.9545454545454546,0.976744181049216,0.9523809523809524,0.9090909090909092,0.9302325531422392,1.0,0.9545454545454546,0.976744181049216,1.00,1.00,da
"jeg kan derfor set ud fra den synsvinkel, udvalget om eksterne økonomiske forbindelser anlægger, også for rumæniens vedkommende foreslå dem, at de godkender rådets fælles holdning.",so from the point of view of the committee on external economic relations i can therefore propose that we approve the council's common position in the case of romania too.,Replace Character,"jeg kan derfor set ud fra den synsvinkel, udvalget om eksterne økonomiske forbindelser anlægger, også for rumæniens vedkommende foreslå dem, at de godøender rådets fælles holdning.","(0.98, 0.99)",0.9095930632220222,0.9665,0.9615384615384616,0.9615384615384616,0.9615384565384616,0.92,0.92,0.919999995,0.9615384615384616,0.9615384615384616,0.9615384565384616,0.98,0.99,da
via donau og rhin-main-donau-kanalen kan de pågældende produkter transporteres lige ind i europas centrum og derfra videre til benelux-landene og frankrig.,the products in question can then be transported via the danube and the rhine-main-danube canal to the centre of europe and then onwards to the benelux countries and to france.,Swap characters,via donau og rhin-main-donau-kanalen akn de pågældende produkter transporteres lige ind i europas centrum og derfra videre til benelux-landene og frankrig.,"(0.99, 0.99)",0.8725129388059689,0.9541,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.9,0.9,0.899999995,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.99,0.99,da
