originalSentence,referenceSentence,tamperingType,tamperedSentence,"LLMScore (Sim, Con)",BLEU,METEOR,Rouge1 r,Rouge1 p,Rouge1 f,Rouge2 r,Rouge2 p,Rouge2 f,Rougel r,Rougel p,Rougel f,LLM-Sim,LLM-Con,originalLanguage
"jeg giver ordføreren schmid ret i, at man kan gå længere.",i agree with mr schmid when he says we could go further.,Remove Character,"jeg giver ordføreren chmid ret i, at man kan gå længere.","(0.99, 0.99)",0.7611606003349892,0.9209,0.9090909090909092,0.9090909090909092,0.9090909040909092,0.8,0.8,0.7999999950000002,0.9090909090909092,0.9090909090909092,0.9090909040909092,0.99,0.99,da
"kommissionen har arbejdet med opgaven i vinterens løb, og handlingsplanen er nu ved at være færdig.",the work was begun during the winter and is now more or less complete.,Remove Token,"kommissionen har arbejdet med opgaven i vinterens løb, og handlingsplanen er nu ved være færdig.","(0.99, 0.99)",0.8394327083733336,0.9489,1.0,0.9375,0.967741930489074,0.9285714285714286,0.8666666666666667,0.8965517191438764,1.0,0.9375,0.967741930489074,0.99,0.99,da
"alt, hvad vi gør på dette område, skal hænge sammen og udgøre en enhed.",everything that is done in this area must hang together and form a coherent whole.,Add random word,"alt, hvad vi gør på rabundus dette område, skal hænge sammen og udgøre en enhed.","(0.95, 0.95)",0.8428014430784181,0.9933,0.9333333333333332,1.0,0.9655172363852556,0.8571428571428571,0.9230769230769232,0.8888888838957477,0.9333333333333332,1.0,0.9655172363852556,0.95,0.95,da
"det har et tredobbelt mål: det første mål er, at vi bliver i stand til effektivt at gennemføre bekæmpelse af misbrug.","the aims are threefold. firstly, it should put us in a position to combat abuse effectively.",Swap characters,"det har et tredobbelt mål: det første mål er, at vi bliver i stand til effetkivt at gennemføre bekæmpelse af misbrug.","(0.98, 0.99)",0.8843865924896842,0.958,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.9,0.9,0.899999995,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.98,0.99,da
pludselig ville man nemlig ikke mere have nogen betænkning og afviste derfor forlægget.,suddenly a report was no longer needed and the draft was rejected.,Negation,pludselig ville man nemlig mere have nogen betænkning og afviste derfor forlægget.,"(0.95, 0.9)",0.7825422900366437,0.9335,1.0,0.9230769230769232,0.959999995008,0.9090909090909092,0.8333333333333334,0.8695652124007562,1.0,0.9230769230769232,0.959999995008,0.95,0.9,da
til sidst en appel til alle fornuftige kræfter her i parlamentet om ved afstemningen i morgen at støtte rådets forslag og at udsende et kraftigt signal til fordel for en byrdefordeling af indirekte karakter og for bekæmpelse af misbrug.,"finally, i would appeal to the common sense of the house to support the council proposal at tomorrow's vote and to send out a strong signal in favour of an indirect sharing of the burden and combating abuse.",Add random word,til sidst en appel til alle fornuftige kræfter her i parlamentet om ved afstemningen i morgen at støtte rådets forslag og at udsende et kraftigt signal til fordel for en byrdefordeling af indirekte karakter og for bekæmpelse smykke af misbrug.,"(0.95, 0.99)",0.9359904327989752,0.9974,0.96875,1.0,0.984126979128244,0.9487179487179488,0.9736842105263158,0.9610389560398044,0.96875,1.0,0.984126979128244,0.95,0.99,da
"og nu vil jeg, hr. formand, referere til min udtalelse og til den betænkning, som fru reding også har forelagt om strategien i forbindelse med migrations- og asylpolitikken.",i will now go on to look at the opinion i drew up and the report presented by mrs reding on the strategy paper on migration and asylum policy.,Swap words,"og nu vil jeg, hr. formand, referere til min udtalelse og til den som betænkning, fru reding også har forelagt om strategien i forbindelse med migrations- og asylpolitikken. ","(0.95, 0.95)",0.883054311230148,0.9991,0.9615384615384616,1.0,0.9803921518646674,0.8571428571428571,0.8888888888888888,0.8727272677289256,0.9230769230769232,0.96,0.9411764655901576,0.95,0.95,da
"et eksempel på det er de diskussioner, som vi har med middelhavslandene om associeringsaftalerne.",an example of this is the talks we are currently holding with the mediterranean countries on the conclusion of association agreements.,Remove Token,"et eksempel på er de diskussioner, som vi har med middelhavslandene om associeringsaftalerne.","(0.99, 0.99)",0.8153551038173115,0.9423,1.0,0.9285714285714286,0.9629629579698218,0.9166666666666666,0.8461538461538461,0.879999995008,1.0,0.9285714285714286,0.9629629579698218,0.99,0.99,da
er det også i overensstemmelse med proportionalitetsprincippet?,is this really necessary?,Add random word,er det også i balsam overensstemmelse med proportionalitetsprincippet?,"(0.95, 0.9)",0.6101950432112578,0.9799,0.875,1.0,0.9333333283555556,0.7142857142857143,0.8333333333333334,0.7692307642603551,0.875,1.0,0.9333333283555556,0.95,0.9,da
"en udvidelse af eurodac-databasen, således som det kræves af ordføreren, skal kraftigt imødegås.","we must clearly vote against an extension of the eurodac database, as called for by the rapporteur.",Replace Token with Random Word,"en udvidelse af eurodac-databasen, lag som det kræves af ordføreren, skal kraftigt imødegås.","(0.98, 0.95)",0.8153551038173115,0.9364,0.9166666666666666,0.9166666666666666,0.9166666616666668,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.9166666666666666,0.9166666666666666,0.9166666616666668,0.98,0.95,da
