originalSentence,referenceSentence,tamperingType,tamperedSentence,"LLMScore (Sim, Con)",BLEU,METEOR,Rouge1 r,Rouge1 p,Rouge1 f,Rouge2 r,Rouge2 p,Rouge2 f,Rougel r,Rougel p,Rougel f,LLM-Sim,LLM-Con,originalLanguage
"the council took on board many of the amendments, sometimes, i have to say, in a different form.","rådet accepterede mange af ændringsforslagene, undertiden, må jeg sige, i en anden form.",Duplicate character,"the council took on board many of the amendments, sometimes, i have to say, in a different formm.","(0.99, 0.99)",0.9132027013286008,0.9541,0.9411764705882352,0.9411764705882352,0.9411764655882354,0.9411764705882352,0.9411764705882352,0.9411764655882354,0.9411764705882352,0.9411764705882352,0.9411764655882354,0.99,0.99,en
"these lie outside the community powers based on article 129 or deal with matters that fall within the scope of other pillars of the treaty, the exact point sir jack stewart-clark has been making for some time.","disse ligger uden for fællesskabets beføjelser i henhold til artikel 129 eller behandler spørgsmål, som falder inden for andre af traktatens søjler, netop det, sir jack stewartclark sagde for lidt siden.",Duplicate Token,"these lie outside the community community powers based on article 129 or deal with matters that fall within the scope of other pillars of the treaty, the exact point sir jack stewart-clark has been making for some time.","(1.00, 1.00)",0.9542969642914884,0.9974,1.0,1.0,0.999999995,0.972972972972973,1.0,0.986301364863952,1.0,1.0,0.999999995,1.00,1.00,en
amendment no 13: the content of this amendment is covered by amendment no 15 which is acceptable to the commission.,"ændringsforslag nr. 13: indholdet i dette ændringsforslag er omfattet af ændringsforslag nr. 15, som kommissionen kan acceptere.",Swap words,no amendment 13: the content of this amendment is covered by amendment no 15 which is acceptable to the commission. ,"(0.95, 0.98)",0.9238852509542717,0.9987,0.9375,1.0,0.967741930489074,0.85,0.9444444444444444,0.8947368371191137,0.9375,1.0,0.967741930489074,0.95,0.98,en
"amendment no 25: the first part of this amendment is already covered in the common position whereas the second part, which relates to the organization of social and health services, is a matter for the national authorities.","ændringsforslag nr. 25: den første del af dette ændringsforslag er allerede omfattet af den fælles holdning, mens anden del, som vedrører organisationen af sociale og sundhedsmæssige tilbud, er de nationale myndigheders anliggende.",Swap characters,"amendment no 25: the first part of this amendment is alreayd covered in the common position whereas the second part, which relates to the organization of social and health services, is a matter for the national authorities.","(0.99, 0.95)",0.935369573102062,0.9755,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.99,0.95,en
"but significant differences remain, both with the commission and with those who have tabled amendments on behalf, among others, of the epp, the effect of which is to distort the work done so far.","der resterer imidlertid stadig store uoverensstemmelser i forhold til kommissionen, men også i forhold til dem, der har stillet ændringsforslag - bl.a. på vegne af ppe - som spolerer det arbejde, der er præsteret indtil nu.",Duplicate Token,"but significant differences remain, both with the commission and with those who have tabled amendments on behalf, among others, of the epp, the effect of which is to distort the the work done so far.","(0.99, 0.95)",0.9542969642914884,0.9931,1.0,1.0,0.999999995,0.9705882352941176,1.0,0.9850746218667856,1.0,1.0,0.999999995,0.99,0.95,en
the vote will take place at 12 noon.,afstemningen finder sted kl. 12.00.,Remove Character,the vote wll take place at 12 noon.,"(0.99, 0.99)",0.6606328636027614,0.8819,0.875,0.875,0.874999995,0.7142857142857143,0.7142857142857143,0.7142857092857143,0.875,0.875,0.874999995,0.99,0.99,en
that is why i initially stated that there had not been any recommendation from the committee responsible in the case of these amendments.,"det var derfor, jeg til at begynde med præciserede, at der ikke var nogen indstilling fra det kompetente udvalg om disse ændringsforslag.",Negation,that is why i initially stated that there had been any recommendation from the committee responsible in the case of these amendments.,"(0.95, 0.95)",0.8843865924896842,0.962,1.0,0.9523809523809524,0.9756097511005354,0.9523809523809524,0.9090909090909092,0.9302325531422392,1.0,0.9523809523809524,0.9756097511005354,0.95,0.95,en
"madam president, i should like to support the amendment.","fru formand, jeg vil gerne stemme for forslaget.",Replace Character,"madam president, i should like to suppost the amendment.","(0.98, 0.99)",0.7016879391277372,0.9055,0.8888888888888888,0.8888888888888888,0.888888883888889,0.75,0.75,0.749999995,0.8888888888888888,0.8888888888888888,0.888888883888889,0.98,0.99,en
that is not at all normal.,og det er absolut ikke normalt.,Negation,that is at all normal.,"(0.20, 0.95)",0.488923022434901,0.8535,1.0,0.8333333333333334,0.9090909041322316,0.75,0.6,0.6666666617283951,1.0,0.8333333333333334,0.9090909041322316,0.20,0.95,en
"so, to repeat my advice to the council and the commission: take your lead from the committee - it is giving you sound advice!","mit råd endnu en gang til rådet og kommissionen: følg udvalget, det gør de klogt i!",Replace Token with Random Word,"so, to repeat my advice to the council and the bestower: take your lead from the committee - it is giving you sound advice!","(0.95, 0.90)",0.8985396083419646,0.9627,0.9523809523809524,0.9523809523809524,0.9523809473809524,0.9130434782608696,0.9130434782608696,0.9130434732608697,0.9523809523809524,0.9523809523809524,0.9523809473809524,0.95,0.90,en
we assume that the customs 2000 programme is concerned with agreeing at community level criteria for the minimum level of the controls to be carried out.,"vi går ud fra, at programmet told 2000 går ud på, at vi på fællesskabsplan bliver enige om kriterier for det minimale omfang af de kontroller, der skal gennemføres.",Remove Token,we assume that the customs 2000 programme is concerned with agreeing at community criteria for the minimum level of the controls to be carried out.,"(0.98, 0.95)",0.8985396083419646,0.9663,1.0,1.0,0.999999995,0.9583333333333334,0.92,0.9387755052061642,1.0,1.0,0.999999995,0.98,0.95,en
"we are therefore very pleased today, at second reading, to see that the council has since taken the same line as ourselves and rejected parliament's most contestable amendments.","vi glæder os således i dag over ved andenbehandlingen at se, at rådet i mellemtiden har fulgt den samme linje som vi og har afvist de mest omtvistede af de ændringsforslag, som parlamentet havde fremsat.",Duplicate character,"we are therefore very pleased today, at second reading, to see that the council has since taken thhe same line as ourselves and rejected parliament's most contestable amendments.","(0.99, 0.99)",0.9157103753711766,0.9677,0.9642857142857144,1.0,0.9818181768198349,0.925925925925926,0.925925925925926,0.925925920925926,0.9642857142857144,1.0,0.9818181768198349,0.99,0.99,en
"now, under the pretext of improving external controls, the proposal is to move towards 'communitization' .",og nu foreslår man os under foregivende af at ville forbedre kontrollen ved de ydre grænser at gøre toldområdet til et fællesskabsanliggende.,Remove Character,"now, under he pretext of improving external controls, the proposal is to move towards 'communitization' .","(1.00, 1.00)",0.8492326635760689,0.9467,0.9333333333333332,1.0,0.9655172363852556,0.8571428571428571,0.8571428571428571,0.8571428521428571,0.9333333333333332,1.0,0.9655172363852556,1.00,1.00,en
"in the face of third parties, common tariffs must be matched with common customs.",over for tredjelande er det nødvendigt med fælles told med en fælles sats.,Replace Token with Random Word,"in the face of third parties, common tariffs must be matched with common astrocaryum.","(0.75, 0.95)",0.8761560783209453,0.9364,0.9230769230769232,0.9230769230769232,0.9230769180769232,0.9230769230769232,0.9230769230769232,0.9230769180769232,0.9230769230769232,0.9230769230769232,0.9230769180769232,0.75,0.95,en
i stress in particular the importance of continuing high-level training supplementing the initial training which each customs officer receives in his country of origin.,"jeg fremhæver her særligt, hvor vigtigt det er med en efteruddannelse på højt niveau, der bygger oven på den grunduddannelse, som alle toldembedsmænd får i deres hjemland.",Swap words,i stress in particular the importance of continuing high-level training supplementing the initial training which each customs officer in receives his country of origin. ,"(0.99, 0.95)",0.8645000338766944,0.998,0.9523809523809524,1.0,0.9756097511005354,0.8333333333333334,0.8695652173913043,0.8510638247894976,0.9523809523809524,1.0,0.9756097511005354,0.99,0.95,en
"we have voted today against almost all the amendments to the community action programme 'customs 2000' , since we believe that they do not respect the individual member states' sovereignty.","vi har i dag stemt imod næsten alle ændringsforslagene til ef-handlingsprogrammet »told 2000«, da vi mener, at de ikke respekterer de enkelte medlemsstaters suverænitet.",Negation,"we have voted today against almost all the amendments to the community action programme 'customs 2000', since we believe that they do respect the individual member states' sovereignty.","(0.95, 0.99)",0.9184678024441792,0.9725,0.96,0.8888888888888888,0.9230769180843196,0.8888888888888888,0.8275862068965517,0.8571428521492348,0.96,0.8888888888888888,0.9230769180843196,0.95,0.99,en
