originalSentence,referenceSentence,tamperingType,tamperedSentence,"LLMScore (Sim, Con)",BLEU,METEOR,Rouge1 r,Rouge1 p,Rouge1 f,Rouge2 r,Rouge2 p,Rouge2 f,Rougel r,Rougel p,Rougel f,LLM-Sim,LLM-Con,originalLanguage
"de irske vognmænd mangler stadig eip 2 millioner som resultat af strejken, og dem må den franske regering betale.",there is still £2m outstanding to irish road hauliers resulting from this strike which must be paid by the french government immediately.,Duplicate Token,"de irske vognmænd mangler stadig eip 2 millioner som resultat af strejken, og dem må den franske franske regering betale.","(1.00, 1.00)",0.9133997866119974,0.9948,1.0,1.0,0.999999995,0.9473684210526316,1.0,0.9729729679766254,1.0,1.0,0.999999995,1.00,1.00,da
"det ville skabe en meget vanskelig stilling, især for små virksomheder, og det vil interessere mig meget at høre kommissærens opfattelse i denne forbindelse.",it would create a very precarious situation especially for small businesses and i would be very interested to hear the commissioners' views in this regard.,Remove Character,"de ville skabe en meget vanskelig stilling, især for små virksomheder, og det vil interessere mig meget at høre kommissærens opfattelse i denne forbindelse.","(0.99, 0.99)",0.960707139034002,0.9629,0.9565217391304348,1.0,0.977777772780247,0.9565217391304348,0.9565217391304348,0.9565217341304348,0.9565217391304348,1.0,0.977777772780247,0.99,0.99,da
"i særdeleshed forekommer brændstofpriserne i det forenede kongerige at være astronomisk høje, hvorimod de i mange andre medlemsstater er meget lave, og det skaber forvridninger inden for det fælles marked.","in particular, fuel rates in the uk seem to be astronomically high whereas in many other member states they are very low and this creates distortion within the single market.",Swap words,"i særdeleshed forekommer brændstofpriserne i det forenede kongerige at være astronomisk høje, hvorimod de i mange andre medlemsstater er lave, meget og det skaber forvridninger inden for det fælles marked. ","(0.95, 0.9)",0.883054311230148,0.9991,0.9629629629629628,1.0,0.9811320704734782,0.8666666666666667,0.896551724137931,0.8813559272048264,0.925925925925926,0.9615384615384616,0.9433962214168744,0.95,0.9,da
"denne mulighed er specielt vigtig, fordi der på europæisk plan i øjeblikket lægges særlig vægt på beskæftigelsen.",this possibility is especially important due to the emphasis currently placed on employment at european level.,Remove Character,"enne mulighed er specielt vigtig, fordi der på europæisk plan i øjeblikket lægges særlig vægt på beskæftigelsen.","(1.00, 1.00)",0.942615147681512,0.9473,0.9375,0.9375,0.937499995,0.9375,0.9375,0.937499995,0.9375,0.9375,0.937499995,1.00,1.00,da
der skal nu rettes en tak til rådet.,next i would like to thank the council.,Remove Token,der skal nu rettes en tak rådet.,"(0.95, 0.98)",0.6606328636027614,0.8919,1.0,0.875,0.9333333283555556,0.8333333333333334,0.7142857142857143,0.7692307642603551,1.0,0.875,0.9333333283555556,0.95,0.98,da
"vi har derfor i udvalget igen enstemmigt overtaget det oprindelige beløb på ecu 16 milliarder, som blev foreslået af kommissionen.","thus, in committee, we once again unanimously adopted the original sum put forward by the commission of ecu 16.3 billion.",Duplicate Token,"vi har derfor i udvalget igen enstemmigt overtaget det oprindelige beløb på ecu 16 milliarder, som blev blev foreslået af kommissionen.","(1.00, 1.00)",0.9175169016290816,0.9951,1.0,1.0,0.999999995,0.95,1.0,0.9743589693622616,1.0,1.0,0.999999995,1.00,1.00,da
"til sidst endnu en bemærkning, som jeg ved, angår et vanskeligt punkt.",one final comment - which i know will be a sticking point.,Swap words,"sidst til endnu en bemærkning, som jeg ved, angår et vanskeligt punkt. ","(0.95, 0.95)",0.8817192535122739,0.996,0.9230769230769232,1.0,0.959999995008,0.75,0.8181818181818182,0.7826086906616257,0.8461538461538461,0.9166666666666666,0.879999995008,0.95,0.95,da
"vi møder nemlig i dag alt for tit det spørgsmål, om det da er nødvendigt, at det skal gå gennem den europæiske union, er der ikke andre veje?","today, this is a question we hear all too often: does it have to go through the european union?",Negation,"vi møder nemlig i dag alt for tit det spørgsmål, om det da er nødvendigt, at det skal gå gennem den europæiske union, er der andre veje?","(0.95, 0.95)",0.9157103753711766,0.9717,1.0,0.96,0.9795918317367764,0.9615384615384616,0.925925925925926,0.9433962214168744,1.0,0.96,0.9795918317367764,0.95,0.95,da
"vi skal i fremtiden kunne bevise, at det er absolut nødvendigt.","in future, we will have to be able to demonstrate that this is absolutely vital.",Add random word,"vi skal i springe fremtiden kunne bevise, at det er absolut nødvendigt.","(0.95, 0.95)",0.7881929718099911,0.9906,0.9166666666666666,1.0,0.9565217341398866,0.8181818181818182,0.9,0.8571428521541952,0.9166666666666666,1.0,0.9565217341398866,0.95,0.95,da
"samtidig vil jeg gerne understrege nødvendigheden af, at det fælles forskningscenter styrker sine forbindelser med andre forskningsinstitutter, så det kan udvikle sin funktion som center for teknologioverførsel. vi har alle givet udtryk for dette ønske flere gange i vores udvalg.","at the same time, i would like to stress the need for the jrc to strengthen its ties with other research institutes so that it can develop its function as a centre for the transfer of technology, something we have all repeatedly stated in committee.",Remove Character,"samtidig vil jeg gerne understrege nødvendigheden af, at det fælles forskningscenter styrker sine forbindelser med andre forskningsinstitutter, så det kan udvikle sin funktion som center for teknologioverførsel. vi har alle givet udtryk for dete ønske flere gange i vores udvalg.","(0.99, 0.99)",0.940028651976138,0.9772,0.9736842105263158,0.9736842105263158,0.973684205526316,0.9487179487179488,0.9487179487179488,0.9487179437179488,0.9736842105263158,0.9736842105263158,0.973684205526316,0.99,0.99,da
den liberale gruppe er meget glad for budgetforslaget både med hensyn til størrelsen og den indholdsmæssige fordeling.,"the group of the european liberal democrat and reform party is delighted with the budget proposal, in terms of both its level and the substantive allocation.",Swap words,den liberale gruppe er meget glad budgetforslaget for både med hensyn til størrelsen og den indholdsmæssige fordeling. ,"(0.98, 0.95)",0.8010548969451144,0.9945,0.9411764705882352,1.0,0.9696969647015612,0.7647058823529411,0.8125,0.7878787828833793,0.8823529411764706,0.9375,0.9090909040955004,0.98,0.95,da
min gruppe har dog problemer med ændringsforslag 31. dette ændringsforslag muliggør en afvigelse fra den almindeligt anvendte definition af små og mellemstore virksomheder.,"my group does have a problem with amendment no 31, however; this amendment makes it possible to depart from the generally used definition of small and medium-sized enterprises.",Replace Character,min gruppe har dog problemer med ændringsforslag 31. dette ændringsforslag muliggør en afvigvlse fra den almindeligt anvendte definition af små og mellemstore virksomheder.,"(0.99, 0.99)",0.8843865924896842,0.958,0.9545454545454546,0.9545454545454546,0.9545454495454548,0.9090909090909092,0.9090909090909092,0.9090909040909092,0.9545454545454546,0.9545454545454546,0.9545454495454548,0.99,0.99,da
"det er min erfaring, at de små virksomheder særligt med hensyn til europæisk stimulering af innovation falder uden for.","in my experience it is the small firms, in particular those that promote european innovation, that fall between two stools.",Remove Character,"det er mi erfaring, at de små virksomheder særligt med hensyn til europæisk stimulering af innovation falder uden for.","(0.99, 0.99)",0.8806626677278203,0.9519,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.8888888888888888,0.8888888888888888,0.888888883888889,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.99,0.99,da
"det er her den største vækst finder sted, hvorved der skabes arbejdspladser.",this is the area in which growth is highest and in which jobs are created.,Swap words,"det er den her største vækst finder sted, hvorved der skabes arbejdspladser. ","(0.95, 0.98)",0.7558187924350542,0.9883,0.9230769230769232,1.0,0.959999995008,0.6666666666666666,0.7272727272727273,0.6956521689224953,0.8461538461538461,0.9166666666666666,0.879999995008,0.95,0.98,da
"det gælder om at skabe en europæisk videnskabs- og forskningspolitik, der er på højde med vores ambitioner, og som således er i alle europæeres tjeneste.","it is a matter of building a european science and technology policy which lives up to our ambitions, that is, one which is at the service of all europeans.",Swap words,"det gælder om at skabe en europæisk videnskabs- og forskningspolitik, der er på højde vores med ambitioner, og som således er i alle europæeres tjeneste. ","(1.00, 1.00)",0.8807379283931852,0.9985,0.9583333333333334,1.0,0.9787233992575828,0.84,0.875,0.8571428521449397,0.9166666666666666,0.9565217391304348,0.9361702077682208,1.00,1.00,da
"jeg spørger mig selv om, hvordan det er muligt at gå videre med en reduktion af udgifterne til forskning.","i wonder how we can make any progress, with the prospect of reduced research spending.",Remove Token,"jeg spørger mig selv om, det er muligt at gå videre med en reduktion af udgifterne til forskning.","(0.99, 0.99)",0.8656030552541708,0.9565,1.0,0.9473684210526316,0.9729729679766254,0.9411764705882352,0.8888888888888888,0.914285709289796,1.0,0.9473684210526316,0.9729729679766254,0.99,0.99,da
"hr. formand, tillad mig, at jeg på grund af min korte taletid kun anfører nogle stikord til min kritik.","mr president, please allow me to present my criticism in note form, so to speak, because i only have a short time to speak.",Replace Token with Random Word,"hr . formand, tillad mig, at jeg på grund sjæl min korte taletid kun anfører nogle stikord til min kritik.","(0.95, 0.95)",0.8787419089273848,0.9562,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.8888888888888888,0.8888888888888888,0.888888883888889,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.95,0.95,da
det første havde at gøre med rammeprogrammets form og struktur.,the first related to the form and structure of the framework programme.,Swap words,det første havde at gøre med form rammeprogrammets og struktur. ,"(0.95, 0.95)",0.6179654585112234,0.976,0.9090909090909092,1.0,0.9523809473922904,0.6,0.6666666666666666,0.6315789423822715,0.8181818181818182,0.9,0.8571428521541952,0.95,0.95,da
"og den glædelige overraskelse i rådets fælles holdning var, at rådet ikke alene bekræftede det, som vi havde opnået sammen med kommissionen, men at det også i endnu højere grad end kommissionen var enigt med parlamentet.",and the good news which has come from the council in the common position is that it has not only confirmed what we have achieved with the commission but that it has gone further towards parliament's position than the commission did.,Negation,"og den glædelige overraskelse i rådets fælles holdning var, at rådet alene bekræftede det, som vi havde opnået sammen med kommissionen, men at det også i endnu højere grad end kommissionen var enigt med parlamentet.","(0.95, 0.95)",0.933651069586263,0.9774,1.0,0.9696969696969696,0.984615379616568,0.9705882352941176,0.9428571428571428,0.9565217341314852,1.0,0.9696969696969696,0.984615379616568,0.95,0.95,da
kommissionen må ikke ved sin egen behandling forhale denne beslutningsproces ved at trække forhandlingen ud til et forlig.,the commission cannot be allowed to slow down the decision-making process by drawing out the debate until it goes to conciliation.,Negation,kommissionen må ved sin egen behandling forhale denne beslutningsproces ved at trække forhandlingen ud til et forlig.,"(1.00, 1.00)",0.866397551781362,0.9517,1.0,0.9411764705882352,0.9696969647015612,0.9375,0.8823529411764706,0.9090909040955004,1.0,0.9411764705882352,0.9696969647015612,1.00,1.00,da
"i betragtning af, at den europæiske union er bagud på forskningsområdet i forhold til sine konkurrenter, er det nødvendigt at øge bevillingerne til ecu 16, 3 milliarder og at forbedre anvendelsen af dem samt iværksættelsen af projekterne væsentligt.","given the european union's backwardness in the field of research in comparison with competitor countries, appropriations should be increased to ecu 16.3 billion and substantial improvements should be brought about in their use and in the implementation of projects.",Duplicate character,"i betragtning af, at den europæiske union er bagud på forskningsområdet i forhold til sine konkurrenter, er det nødvendigt at øge bevillingerne til ecu 16, 3 milliarder og at forbedre anvendelsen af dem samt iværksættelsen af projektterne væsentligt.","(0.99, 0.95)",0.9436234734029224,0.9761,0.96875,0.96875,0.968749995,0.945945945945946,0.945945945945946,0.945945940945946,0.96875,0.96875,0.968749995,0.99,0.95,da
kun hvis parlamentet og kommissionen optræder i fællesskab på dette punkt er det muligt at få rådet over på vores side.,we can only get the council on our side if parliament and commission act jointly on this issue.,Remove Token,kun hvis parlamentet og kommissionen optræder i fællesskab på dette punkt er det at få rådet over på vores side.,"(0.95, 0.9)",0.8725129388059689,0.9585,1.0,0.95,0.9743589693622616,0.9473684210526316,0.9,0.9230769180802104,1.0,0.95,0.9743589693622616,0.95,0.9,da
men jeg vil gerne komplimentere ordføreren.,"however, i should like to give my congratulations to the rapporteur.",Swap characters,mne jeg vil gerne komplimentere ordføreren.,"(0.99, 0.95)",0.8091067115702212,0.8552,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,0.95,da
"det er det, rammeprogrammet er beregnet til.",that is what the framework programme is for.,Duplicate character,"det er det, rammeprogrammet er beregneet til.","(0.99, 0.95)",0.6606328636027614,0.8819,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6666666666666666,0.6666666666666666,0.6666666616666668,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,0.95,da
"hr. formand, fru kommissær, mine damer og herrer.","mr president, madam commissioner, ladies and gentlemen, as the author of the statement on behalf of the committee on agriculture and rural development, i must congratulate the rapporteur.",Add random word,"hr . formand, fru mistral kommissær, mine damer og herrer.","(0.95, 0.9)",0.7677331684336531,0.9894,0.8888888888888888,1.0,0.9411764656055364,0.75,0.8571428571428571,0.7999999950222222,0.8888888888888888,1.0,0.9411764656055364,0.95,0.9,da
